,GEOID,Name,RegionID
6190,170579528003,,
6191,170579529001,,
6192,170579529002,,
6193,170770116002,,
6194,170770116003,,
6195,170770117003,,
6196,170799773001,,
6197,170799773002,,
6198,170799773004,,
6199,170799774001,,
6200,170799774002,,
6201,170799774004,,
6202,170799775001,,
6203,170799775002,,
6204,170799775003,,
6205,170799775004,,
6206,170799775005,,
6207,170810501001,,
6208,170810501002,,
6209,170910113002,,
6210,170910113003,,
6211,170910114001,,
6212,170910114002,,
6213,170910115002,,
6214,170910115003,,
6215,170910116001,,
6216,170910116002,,
6217,170910117002,,
6218,170910117003,,
6219,170910117004,,
6220,170910118001,,
6221,170910120001,,
6222,170910120002,,
6223,170910120003,,
6224,170910121001,,
6225,170910121003,,
6226,170910122001,,
6227,170910123003,,
6228,170910123004,,
6229,170910124001,,
6230,170910124003,,
6231,170910125001,,
6232,170910125002,,
6233,170910126002,,
6234,170910126003,,
6235,170438415014,,
6236,170438418013,Northside,56394
6237,170438418021,,
6238,170438418022,,
6239,170438419011,Northeast,161143
6240,170438419012,,
6241,170438419021,,
6242,170438419023,Downtown,762151
6242,170438419023,Northside,56394
6243,170438420001,,
6244,170438420002,Northeast,161143
6245,170438420003,,
6246,170438421002,,
6247,170438421003,,
6248,170438421004,,
6249,170438422001,,
6250,170438422003,,
6251,170438423001,,
6252,170438423002,,
6253,170438424001,Downtown,762151
6254,170438424002,,
6255,170438424003,,
6256,170438424004,,
6257,170438425001,Downtown,762151
6257,170438425001,Northside,56394
6258,170438426011,,
6259,170438426012,,
6260,170438426021,,
6261,170579529003,,
6262,170579530002,,
6263,170579530003,,
6264,170579530004,,
6265,170579531001,,
6266,170579531002,,
6267,170579531003,,
6268,170579531004,,
6269,170579532001,,
6270,170579532003,,
6271,170810501004,,
6272,170810502001,,
6273,170810502002,,
6274,170810503001,,
6275,170810503002,,
6276,170810503003,,
6277,170810503004,,
6278,170810503005,,
6279,170810504001,,
6280,170810504003,,
6281,170810504004,,
6282,170950011002,,
6283,170950012001,,
6284,170950013001,,
6285,170950013002,,
6286,170950013003,,
6287,170950014001,,
6288,170950014002,,
6289,170950015002,,
6290,170950015003,,
6291,170950015004,,
6292,170950015005,,
6293,170950016001,,
6294,170950016002,,
6295,170950016004,,
6296,170978601012,,
6297,170978601013,,
6298,170978601031,,
6299,170438426022,,
6300,170438426023,,
6301,170438426031,,
6302,170438426033,Downtown,762151
6303,170438426041,,
6304,170438426042,,
6305,170438426043,,
6306,170438426051,Downtown,762151
6307,170438426052,,
6308,170438426053,,
6309,170438427022,,
6310,170438427023,,
6311,170438427032,,
6312,170438427033,,
6313,170438427041,,
6314,170438427042,,
6315,170438427044,,
6316,170438427061,,
6317,170438427062,,
6318,170438427063,,
6319,170438427082,,
6320,170438427091,,
6321,170438427092,,
6322,170438427093,,
6323,170438427101,,
6324,170579532004,,
6325,170579533001,,
6326,170579533002,,
6327,170579534001,,
6328,170579534002,,
6329,170579534003,,
6330,170579535002,,
6331,170579535003,,
6332,170579535004,,
6333,170579536001,,
6334,170579536003,,
6335,170579536004,,
6336,170579536005,,
6337,170579537001,,
6338,170579537002,,
6339,170579538001,,
6340,170579538002,,
6341,170579538003,,
6342,170810505001,,
6343,170810505003,,
6344,170810506001,,
6345,170810506002,,
6346,170810506004,,
6347,170810507001,,
6348,170810507002,,
6349,170810507003,,
6350,170810507004,,
6351,170810508001,,
6352,170810508003,,
6353,170810509001,,
6354,170810509002,,
6355,170810510001,,
6356,170810511001,,
6357,170810511002,,
6358,170810511003,,
6359,170978613011,,
6360,170978613012,,
6361,170978613031,,
6362,170978613041,,
6363,170978613042,,
6364,170978614021,,
6365,170978614022,,
6366,170978614032,,
6367,170978614041,,
6368,170978614042,,
6369,170978614043,,
6370,170978615042,,
6371,170978615043,,
6372,170978615044,,
6373,170978615051,,
6374,170978615052,,
6375,170978615062,,
6376,170978615063,,
6377,170978615071,,
6378,170978615072,,
6379,170978615082,,
6380,170978615091,,
6381,170978615092,,
6382,170978615101,,
6383,170978615103,,
6384,170438427103,,
6385,170438427111,,
6386,170438427112,,
6387,170438428002,,
6388,170438428003,,
6389,170438429001,,
6390,170438429002,,
6391,170438429003,,
6392,170438430002,,
6393,170438430003,,
6394,170438431001,,
6395,170438431002,,
6396,170438432001,,
6397,170438432003,,
6398,170438432004,,
6399,170438433011,,
6400,170438434003,,
6401,170438435001,,
6402,170438435003,,
6403,170438436011,,
6404,170438436012,,
6405,170438436013,,
6406,170438436022,,
6407,170438437001,,
6408,170438437002,,
6409,170438437003,,
6410,170438438001,,
6411,170438439001,,
6412,170438439002,,
6413,170438440011,,
6414,170438440012,,
6415,170579539001,,
6416,170579539003,,
6417,170579539004,,
6418,170599727001,,
6419,170599727002,,
6420,170599727003,,
6421,170599728001,,
6422,170599728003,,
6423,170599728004,,
6424,170619736001,,
6425,170619736002,,
6426,170619736003,,
6427,170830101001,,
6428,170830101003,,
6429,170830101004,,
6430,170830102001,,
6431,170830102002,,
6432,170830103002,,
6433,170830103003,,
6434,170830104012,,
6435,170830104013,,
6436,170830104014,,
6437,170830104016,,
6438,170830104021,,
6439,170830104022,,
6440,170830105001,,
6441,170850201002,,
6442,170850201003,,
6443,170910126004,,
6444,170910126005,,
6445,170938901011,,
6446,170938901021,,
6447,170938901022,,
6448,170938901023,,
6449,170938901024,,
6450,170938901026,,
6451,170938902011,,
6452,170938902012,,
6453,170938902013,,
6454,170938902021,,
6455,170938902023,,
6456,170938903011,,
6457,170938903012,,
6458,170938903021,,
6459,170938903023,,
6460,170938903024,,
6461,170938904001,,
6462,170938904002,,
6463,170438440022,,
6464,170438441001,,
6465,170438441002,,
6466,170438441003,,
6467,170438442012,,
6468,170438442013,,
6469,170438442021,,
6470,170438442022,,
6471,170438443011,,
6472,170438443013,,
6473,170438443014,,
6474,170438443041,,
6475,170438443042,,
6476,170438443051,,
6477,170438443052,,
6478,170438443053,,
6479,170438443062,,
6480,170438443063,,
6481,170438443071,,
6482,170438443073,,
6483,170438444012,,
6484,170438444013,,
6485,170438444021,,
6486,170438444022,,
6487,170438444024,,
6488,170438445011,,
6489,170438445012,,
6490,170438445021,,
6491,170619736004,,
6492,170619737002,,
6493,170619738001,,
6494,170619738002,,
6495,170619738003,,
6496,170619739001,,
6497,170619739003,,
6498,170619740001,,
6499,170619740002,,
6500,170619740003,,
6501,170619740004,,
6502,170630001021,,
6503,170630001031,,
6504,170850201004,,
6505,170850201005,,
6506,170850202001,,
6507,170850202002,,
6508,170850202003,,
6509,170850202004,,
6510,170850202005,,
6511,170850203003,,
6512,170850203004,,
6513,170850203005,,
6514,170850203006,,
6515,170850204011,,
6516,170978601033,,
6517,170978601041,,
6518,170978601042,,
6519,170978602001,,
6520,170978602003,,
6521,170978603012,,
6522,170978603013,,
6523,170978603021,,
6524,170978603023,,
6525,170978604001,,
6526,170978604002,,
6527,170978604003,,
6528,170978605002,,
6529,170978605003,,
6530,170978605005,,
6531,170978606001,,
6532,170978606002,,
6533,170978606003,,
6534,170978608051,,
6535,170978608052,,
6536,170978608061,,
6537,170978608062,,
6538,170978608071,,
6539,170978608072,,
6540,170438440021,,
6541,170438445022,,
6542,170438445023,,
6543,170438446011,,
6544,170438446012,,
6545,170438446013,,
6546,170438446022,,
6547,170438446023,,
6548,170438447012,,
6549,170438447013,,
6550,170438447014,,
6551,170438447022,,
6552,170438447023,,
6553,170438447024,,
6554,170438448012,,
6555,170438448013,,
6556,170438448021,,
6557,170438448022,,
6558,170438449012,,
6559,170438449021,,
6560,170438449022,,
6561,170438449023,,
6562,170438450002,,
6563,170438450003,,
6564,170438450004,,
6565,170438451001,,
6566,170438451003,,
6567,170438451004,,
6568,170438452002,,
6569,170438452003,,
6570,170630001032,,
6571,170630002001,,
6572,170630002003,,
6573,170630002004,,
6574,170630003001,,
6575,170630003003,,
6576,170630004001,,
6577,170630004002,,
6578,170630004003,,
6579,170630004004,,
6580,170630005001,,
6581,170630005002,,
6582,170630006001,,
6583,170850204012,,
6584,170850204021,,
6585,170850204022,,
6586,170850204023,,
6587,170850204024,,
6588,170850205001,,
6589,170850205002,,
6590,170879776001,,
6591,170898546003,,
6592,170898547001,Southwest Aurora,763516
6592,170898547001,Boulevard District,763519
6593,170898547003,Southwest Aurora,763516
6593,170898547003,Boulevard District,763519
6594,170898548001,,
6595,170898548002,,
6596,170898548003,,
6597,170898549001,,
6598,170898549003,,
6599,170898549004,,
6600,170910101001,,
6601,170910101002,,
6602,170910102011,,
6603,170910102021,,
6604,170910102024,,
6605,170910102025,,
6606,170910103001,,
6607,170910103002,,
6608,170910103003,,
6609,170910104001,,
6610,170910104003,,
6611,170910105001,,
6612,170910105002,,
6613,170910105003,,
6614,170438453001,,
6615,170438453002,,
6616,170438454011,,
6617,170438454013,,
6618,170438454022,,
6619,170438455021,,
6620,170438455022,,
6621,170438455023,,
6622,170438455051,,
6623,170438455053,,
6624,170438455061,,
6625,170438455062,,
6626,170438455071,,
6627,170438455081,,
6628,170438455082,,
6629,170438455091,,
6630,170438455092,,
6631,170438455102,,
6632,170438456011,,
6633,170438456013,,
6634,170438456021,,
6635,170438456022,,
6636,170438457011,,
6637,170438457012,,
6638,170438457013,,
6639,170438457021,,
6640,170438457022,,
6641,170438457023,,
6642,170438457031,,
6643,170438457033,,
6644,170438457034,,
6645,170630006002,,
6646,170630007001,,
6647,170630007002,,
6648,170630007003,,
6649,170630007004,,
6650,170630008001,,
6651,170630008002,,
6652,170630008003,,
6653,170630009002,,
6654,170630009003,,
6655,170630009004,,
6656,170630009005,,
6657,170659731002,,
6658,170659731003,,
6659,170659731004,,
6660,170659732001,,
6661,170879776002,,
6662,170879776003,,
6663,170879776004,,
6664,170879776005,,
6665,170879777002,,
6666,170879777003,,
6667,170879778001,,
6668,170879778002,,
6669,170879778003,,
6670,170898501011,,
6671,170898501012,,
6672,170898501031,,
6673,170898501032,,
6674,170898501051,,
6675,170898501061,,
6676,170898501062,,
6677,170938904003,,
6678,170938905001,,
6679,170938905002,,
6680,170938905003,,
6681,170938905004,,
6682,170938905005,,
6683,170938905006,,
6684,170938906001,,
6685,170938906003,,
6686,170938906004,,
6687,170938907001,,
6688,170938907002,,
6689,170938907003,,
6690,170938907004,,
6691,170950001001,,
6692,170950001002,,
6693,170950001003,,
6694,170950002001,,
6695,170438457041,,
6696,170438457042,,
6697,170438457043,,
6698,170438458022,,
6699,170438458023,,
6700,170438458031,,
6701,170438458032,,
6702,170438458051,,
6703,170438458052,,
6704,170438458053,,
6705,170438458074,,
6706,170438458075,,
6707,170438458081,,
6708,170438458082,,
6709,170438458092,,
6710,170438458093,,
6711,170438458101,,
6712,170438458103,,
6713,170438458111,,
6714,170438458112,,
6715,170438459011,,
6716,170438459012,,
6717,170438459022,,
6718,170438460021,,
6719,170438460022,,
6720,170659732002,,
6721,170659732003,,
6722,170659733001,,
6723,170659733003,,
6724,170679537001,,
6725,170679537002,,
6726,170679538001,,
6727,170679538002,,
6728,170679539001,,
6729,170679539002,,
6730,170679540001,,
6731,170679540002,,
6732,170679540003,,
6733,170679541002,,
6734,170679541003,,
6735,170679541004,,
6736,170898501063,,
6737,170898501064,,
6738,170898502011,,
6739,170898502021,,
6740,170898502022,,
6741,170898503011,,
6742,170898503012,,
6743,170898503013,,
6744,170898503021,,
6745,170898503022,,
6746,170898504001,,
6747,170898504002,,
6748,170898505002,,
6749,170898505003,,
6750,170898505004,,
6751,170898506001,,
6752,170898506003,,
6753,170898507011,,
6754,170898507012,,
6755,170898507013,,
6756,170898507014,,
6757,170978608082,,
6758,170978608091,,
6759,170978608092,,
6760,170978608101,,
6761,170978608111,,
6762,170978608112,,
6763,170978609031,,
6764,170978609032,,
6765,170978609033,,
6766,170978609041,,
6767,170978609042,,
6768,170978609051,,
6769,170978609052,,
6770,170978609053,,
6771,170978609061,,
6772,170978610071,,
6773,170978610072,,
6774,170978610081,,
6775,170978610083,,
6776,170978610084,,
6777,170438460023,,
6778,170438460032,,
6779,170438460033,,
6780,170438460034,,
6781,170438460042,,
6782,170438460043,,
6783,170438461021,,
6784,170438461022,,
6785,170438461031,,
6786,170438461032,,
6787,170438461034,,
6788,170438461041,,
6789,170438461042,,
6790,170438461051,,
6791,170438461053,,
6792,170438461061,,
6793,170438461062,,
6794,170438462012,,
6795,170438462013,,
6796,170438462014,,
6797,170438462022,,
6798,170438462023,,
6799,170438462024,,
6800,170438462031,,
6801,170438462033,,
6802,170438462051,,
6803,170438462052,,
6804,170438462053,,
6805,170679542002,,
6806,170679542003,,
6807,170679543001,,
6808,170679543002,,
6809,170679543003,,
6810,170679543004,,
6811,170679543005,,
6812,170699709001,,
6813,170699709003,,
6814,170699710001,,
6815,170699710003,,
6816,170719733001,,
6817,170719733002,,
6818,170898507021,,
6819,170898507023,,
6820,170978627001,,
6821,170978627003,,
6822,170978627004,,
6823,170978628001,,
6824,170978629013,,
6825,170978629021,,
6826,170978629022,,
6827,170978630031,,
6828,170978630042,,
6829,170978630043,,
6830,170978630051,,
6831,170978631001,,
6832,170978631002,,
6833,170978632012,,
6834,170978632013,,
6835,170978632021,,
6836,170978632022,Green Oaks,24947
6837,170978632023,,
6838,170978632024,,
6839,170978633002,,
6840,170978634001,,
6841,170978634002,,
6842,170978634003,,
6843,170978635002,,
6844,170978635003,Green Oaks,24947
6845,170910106012,,
6846,170910106021,,
6847,170910106022,,
6848,170910106023,,
6849,170910107011,,
6850,170910107021,,
6851,170910107022,,
6852,170910107023,,
6853,170910108001,,
6854,170910108002,,
6855,170910108004,,
6856,170910109001,,
6857,170910109002,,
6858,170910109003,,
6859,170910109004,,
6860,170910110002,,
6861,170910110003,,
6862,170910111001,,
6863,170910112001,,
6864,170910112002,,
6865,170910113001,,
6866,170438462062,,
6867,170438462063,,
6868,170438462071,,
6869,170438462072,,
6870,170438462074,,
6871,170438462081,,
6872,170438462082,,
6873,170438462091,,
6874,170438463041,,
6875,170438463042,,
6876,170438463043,,
6877,170438463044,,
6878,170438463051,,
6879,170438463052,,
6880,170438463053,,
6881,170438463054,,
6882,170438463071,,
6883,170438463072,,
6884,170438463082,,
6885,170438463101,,
6886,170438463102,,
6887,170438463112,,
6888,170438463113,,
6889,170438463114,,
6890,170438463121,,
6891,170438463122,,
6892,170438463123,,
6893,170438463131,,
6894,170719734001,,
6895,170719734002,,
6896,170719734003,,
6897,170719735001,,
6898,170719735002,,
6899,170719735003,,
6900,170730301001,,
6901,170730301003,,
6902,170730301005,,
6903,170730301006,,
6904,170730301007,,
6905,170730302011,,
6906,170730302012,,
6907,170730302014,,
6908,170730302021,,
6909,170730302023,,
6910,170730302024,,
6911,170978636011,Green Oaks,24947
6912,170978636012,,
6913,170978636032,,
6914,170978636041,,
6915,170978636042,,
6916,170978637011,Green Oaks,24947
6917,170978637013,,
6918,170978637021,Green Oaks,24947
6919,170978637022,Green Oaks,24947
6920,170978638011,Green Oaks,24947
6921,170978639021,,
6922,170978639022,,
6923,170978639023,,
6924,170978639024,,
6925,170978639031,,
6926,170978639032,,
6927,170978639034,,
6928,170978639041,,
6929,170978639042,,
6930,170978640011,,
6931,170978640013,,
6932,170978640021,,
6933,170978640022,,
6934,170950002002,,
6935,170950002003,,
6936,170950002004,,
6937,170950003001,,
6938,170950003004,,
6939,170950003005,,
6940,170950003006,,
6941,170950004001,,
6942,170950004003,,
6943,170950004004,,
6944,170950005002,,
6945,170950005003,,
6946,170950005004,,
6947,170950005006,,
6948,170950006001,,
6949,170950006002,,
6950,170950006004,,
6951,170950007001,,
6952,170950007002,,
6953,170950007003,,
6954,170950008001,,
6955,170950009001,,
6956,170950009002,,
6957,170950010001,,
6958,170950010003,,
6959,170950010004,,
6960,170950010005,,
6961,170950011001,,
6962,170438463133,,
6963,170438463141,,
6964,170438463142,,
6965,170438463152,,
6966,170438463153,,
6967,170438464041,,
6968,170438464043,,
6969,170438464044,,
6970,170438464051,,
6971,170438464052,,
6972,170438464082,Northeast Aurora,763514
6973,170438464091,Big Woods-Marmion,763513
6973,170438464091,Big Woods-Marmion,763513
6974,170438464092,Northeast Aurora,763514
6974,170438464092,Big Woods-Marmion,763513
6974,170438464092,Big Woods-Marmion,763513
6975,170438464101,,
6976,170438464111,,
6977,170438464112,Big Woods-Marmion,763513
6977,170438464112,Big Woods-Marmion,763513
6978,170438464121,,
6979,170438464123,,
6980,170438464131,,
6981,170438464132,,
6982,170438465041,,
6983,170438465042,,
6984,170438465044,,
6985,170438465071,,
6986,170438465091,,
6987,170438465093,,
6988,170730302025,,
6989,170730302031,,
6990,170730302032,,
6991,170730303001,,
6992,170730303002,,
6993,170730303003,,
6994,170730303005,,
6995,170730303006,,
6996,170730303007,,
6997,170730304001,,
6998,170730304002,,
6999,170730305001,,
7000,170730305002,,
7001,170730305003,,
7002,170730306001,,
7003,170730306002,,
7004,170730308001,,
7005,170730308002,,
7006,170730308003,,
7007,170730309001,,
7008,170730309003,,
7009,170978640024,,
7010,170978641011,,
7011,170978641012,,
7012,170978641013,,
7013,170978641051,,
7014,170978641061,,
7015,170978641062,,
7016,170978641064,,
7017,170978641071,,
7018,170978641072,,
7019,170978641081,,
7020,170978641083,,
7021,170978642031,,
7022,170978642032,,
7023,170978642041,,
7024,170978642043,,
7025,170978642051,,
7026,170978642052,,
7027,170978642053,,
7028,170499508002,,
7029,170499508003,,
7030,170499508004,,
7031,170519505001,,
7032,170519505002,,
7033,170519506001,,
7034,170519506002,,
7035,170519507001,,
7036,170519507002,,
7037,170519507003,,
7038,170519507004,,
7039,170519508002,,
7040,170519508003,,
7041,170519509001,,
7042,170519509002,,
7043,170438465101,,
7044,170438465102,,
7045,170438465111,Southeast Aurora,763512
7045,170438465111,Georgetown,409868
7046,170438465113,Southeast Aurora,763512
7046,170438465113,Georgetown,409868
7047,170438465114,Southeast Aurora,763512
7048,170438465132,,
7049,170438465141,Southeast Aurora,763512
7050,170438465142,,
7051,170438465152,Georgetown,409868
7052,170438465153,Southeast Aurora,763512
7052,170438465153,Georgetown,409868
7053,170438465154,Georgetown,409868
7054,170438465171,,
7055,170438465173,,
7056,170438465181,,
7057,170438465182,,
7058,170438465183,,
7059,170438465192,,
7060,170438465211,,
7061,170438465212,,
7062,170438465214,,
7063,170438465221,,
7064,170898507031,,
7065,170898508001,,
7066,170898508002,,
7067,170898508003,,
7068,170898508005,,
7069,170898508006,,
7070,170898510001,,
7071,170898510002,,
7072,171150029022,,
7073,171150029023,,
7074,171150029024,,
7075,171150029025,,
7076,171150029031,,
7077,171150029032,,
7078,171150029033,,
7079,171150029041,,
7080,171150029042,,
7081,171150029043,,
7082,171150030002,,
7083,171150030003,,
7084,171150030004,,
7085,171150031001,,
7086,171150031002,,
7087,171179560001,,
7088,171179560002,,
7089,171179561001,,
7090,171179561002,,
7091,171179561003,,
7092,171179562001,,
7093,171179562002,,
7094,171179562003,,
7095,171359578001,,
7096,171359578002,,
7097,171359578003,,
7098,171359579001,,
7099,171359579003,,
7100,171359579004,,
7101,171359579005,,
7102,171359580001,,
7103,171359580002,,
7104,171359580003,,
7105,171359580004,,
7106,171379514001,,
7107,171379514003,,
7108,171379515001,,
7109,171379515002,,
7110,171379515003,,
7111,170978619024,,
7112,170978620001,,
7113,170978620002,,
7114,170978620003,,
7115,170978621001,,
7116,170978621002,,
7117,170978621003,,
7118,170978621004,,
7119,170978622002,,
7120,170978623001,,
7121,170978623002,,
7122,170978624011,,
7123,170978624012,,
7124,170978624021,,
7125,170978624023,,
7126,170978625011,,
7127,170978625021,,
7128,170978625022,,
7129,170978626031,,
7130,170978626032,,
7131,170978626034,,
7132,170978626041,,
7133,171090102002,,
7134,171090103001,,
7135,171090103002,,
7136,171090103003,,
7137,171090104001,,
7138,171090104003,,
7139,171090104004,,
7140,171079529003,,
7141,171079529004,,
7142,171079530001,,
7143,171079530002,,
7144,171079530003,,
7145,171079531002,,
7146,171079531004,,
7147,171079532001,,
7148,171079532002,,
7149,171079532003,,
7150,171079533001,,
7151,171079533002,,
7152,171079533003,,
7153,171079533004,,
7154,171079534002,,
7155,171079535001,,
7156,171079535002,,
7157,171079535003,,
7158,171079536001,,
7159,171179562004,,
7160,171179563001,,
7161,171179563002,,
7162,171179563003,,
7163,171179564003,,
7164,171179564004,,
7165,171179564005,,
7166,171179565001,,
7167,171179565002,,
7168,171179565003,,
7169,171179566001,,
7170,171179566002,,
7171,171179566004,,
7172,171179567001,,
7173,171179567002,,
7174,171179567004,,
7175,171379516002,,
7176,171379516003,,
7177,171379517001,,
7178,171379517002,,
7179,171379517003,,
7180,171379518002,,
7181,171379518003,,
7182,171379518004,,
7183,171379519001,,
7184,171379519002,,
7185,171379519004,,
7186,171379520001,,
7187,171379520002,,
7188,171379520003,,
7189,171379521003,,
7190,171379521004,,
7191,171379522001,,
7192,171379522002,,
7193,171379523001,,
7194,171379523002,,
7195,171379523003,,
7196,171379523004,,
7197,170978619022,,
7198,171090104005,,
7199,171090105002,,
7200,171090105003,,
7201,171090106001,,
7202,171090106002,,
7203,171090107002,,
7204,171090107003,,
7205,171090109002,,
7206,171090109003,,
7207,171090110001,,
7208,171090110002,,
7209,171090110003,,
7210,171090111001,,
7211,171090111002,,
7212,171090111004,,
7213,171118701011,,
7214,171118701013,,
7215,171118701014,,
7216,171118701021,,
7217,171079536002,,
7218,171079536004,,
7219,171090101001,,
7220,171194033002,,
7221,171194034011,,
7222,171194034012,,
7223,171194034021,,
7224,171194034022,,
7225,171194034023,,
7226,171194035021,,
7227,171194035022,,
7228,171194035023,,
7229,171194035024,,
7230,171194035311,,
7231,171194035313,,
7232,171194035314,,
7233,171194035321,,
7234,171194035322,,
7235,171194035331,,
7236,171194035332,,
7237,171194035333,,
7238,171194035334,,
7239,171179568001,,
7240,171179568002,,
7241,171179568003,,
7242,171179569001,,
7243,171179569003,,
7244,171179569004,,
7245,171179569005,,
7246,171179570001,,
7247,171179570005,,
7248,171179571002,,
7249,171179572001,,
7250,171179572002,,
7251,171179572003,,
7252,171179572004,,
7253,171194001011,,
7254,171194001012,,
7255,171194001021,,
7256,171194001023,,
7257,171194001024,,
7258,171194001026,,
7259,171194002001,,
7260,171194002002,,
7261,171194002004,,
7262,171399769001,,
7263,171399769003,,
7264,171399769004,,
7265,171399770001,,
7266,171399770002,,
7267,171399770003,,
7268,171399771002,,
7269,171399771003,,
7270,171399772001,,
7271,171399772002,,
7272,171399772003,,
7273,171399772004,,
7274,171419607001,,
7275,171419607002,,
7276,171419608001,,
7277,171419608002,,
7278,171118701022,,
7279,171118701023,,
7280,171118702001,,
7281,171118702003,,
7282,171118702004,,
7283,171118703011,,
7284,171118703012,,
7285,171118703022,,
7286,171118703023,,
7287,171118704011,,
7288,171118704012,,
7289,171118704013,,
7290,171118704022,,
7291,171118705001,,
7292,171118705002,,
7293,171118705003,,
7294,171118705005,,
7295,171118705006,,
7296,171118705007,,
7297,171118706031,,
7298,171118706041,,
7299,171194035341,,
7300,171194035342,,
7301,171194036031,,
7302,171194036041,,
7303,171194036042,,
7304,171194036044,,
7305,171194037011,,
7306,171194037012,,
7307,171194037013,,
7308,171194037014,,
7309,171194037021,,
7310,171194037022,,
7311,171194037023,,
7312,171194038011,,
7313,171194038012,,
7314,171194038013,,
7315,171194038021,,
7316,171194038022,,
7317,171194038023,,
7318,171194002005,,
7319,171194006001,,
7320,171194006002,,
7321,171194006003,,
7322,171194007001,,
7323,171194007002,,
7324,171194007003,,
7325,171194008012,,
7326,171194008021,,
7327,171194008022,,
7328,171194008023,,
7329,171194008025,,
7330,171194009031,,
7331,171194009032,,
7332,171194009033,,
7333,171194009042,,
7334,171194009043,,
7335,171194009511,,
7336,171194009512,,
7337,171194009521,,
7338,171194009522,,
7339,171194010001,,
7340,171194010003,,
7341,171419608003,,
7342,171419609001,,
7343,171419609002,,
7344,171419609004,,
7345,171419610001,,
7346,171419610002,,
7347,171419610003,,
7348,171419610004,,
7349,171419611001,,
7350,171419611003,,
7351,171419612001,,
7352,171419612002,,
7353,171419613002,,
7354,171419613003,,
7355,171419613004,,
7356,171419614002,,
7357,171419614004,,
7358,171419614005,,
7359,171118706042,,
7360,171118706043,,
7361,171118706052,,
7362,171118706061,,
7363,171118706062,,
7364,171118707021,,
7365,171118707022,,
7366,171118707023,,
7367,171118707024,,
7368,171118707032,,
7369,171118707033,,
7370,171118707041,,
7371,171118707042,,
7372,171118707043,,
7373,171118708031,,
7374,171118708032,,
7375,171118708033,,
7376,171118708034,,
7377,171118708071,,
7378,171118708072,,
7379,171118708082,,
7380,171118708091,,
7381,171194038024,,
7382,171194040002,,
7383,171194040003,,
7384,171194040004,,
7385,171194041001,,
7386,171194041002,,
7387,171219516001,,
7388,171219516003,,
7389,171219516004,,
7390,171219517001,,
7391,171219517002,,
7392,171219518001,,
7393,171219518002,,
7394,171219518003,,
7395,171219519001,,
7396,171219519002,,
7397,171219519003,,
7398,171219520002,,
7399,171194010004,,
7400,171194011001,,
7401,171194011002,,
7402,171194011004,,
7403,171194011005,,
7404,171194012001,,
7405,171194012002,,
7406,171194013001,,
7407,171194013003,,
7408,171194013004,,
7409,171194013005,,
7410,171194013006,,
7411,171194014001,,
7412,171194014003,,
7413,171194014004,,
7414,171194015001,,
7415,171194015002,,
7416,171194015003,,
7417,171194017011,,
7418,171194017211,,
7419,171194017212,,
7420,171194017213,,
7421,171194018001,,
7422,171194018002,,
7423,171419614006,,
7424,171519712001,,
7425,171519712002,,
7426,171519713001,,
7427,171519713002,,
7428,171539710001,,
7429,171539710002,,
7430,171539710003,,
7431,171539711001,,
7432,171539711002,,
7433,171118708101,,
7434,171118708102,,
7435,171118708103,,
7436,171118708111,,
7437,171118708113,,
7438,171118708121,,
7439,171118708122,,
7440,171118708124,,
7441,171118709021,,
7442,171118709022,,
7443,171118709023,,
7444,171118709031,,
7445,171118709033,,
7446,171118709042,,
7447,171118709043,,
7448,171118709051,,
7449,171118709052,,
7450,171118710032,,
7451,171118710033,,
7452,171118710041,,
7453,171118710042,,
7454,171219520003,,
7455,171219520004,,
7456,171219521002,,
7457,171219521003,,
7458,171219522001,,
7459,171219522002,,
7460,171219522003,,
7461,171219522004,,
7462,171219523001,,
7463,171219523003,,
7464,171219523004,,
7465,171219524001,,
7466,171219524003,,
7467,171219525001,,
7468,171219525003,,
7469,171219525004,,
7470,171219526001,,
7471,171219526002,,
7472,171219527001,,
7473,171219527002,,
7474,171194018003,,
7475,171194018004,,
7476,171194019011,,
7477,171194019012,,
7478,171194019032,,
7479,171194019033,,
7480,171194019041,,
7481,171194020001,,
7482,171194020002,,
7483,171194020004,,
7484,171194021001,,
7485,171194021002,,
7486,171194021003,,
7487,171194022002,,
7488,171194022003,,
7489,171194023001,,
7490,171194023002,,
7491,171194024001,,
7492,171194025001,,
7493,171194025002,,
7494,171194026001,,
7495,171194026003,,
7496,171194027011,,
7497,171430030003,,
7498,171430030004,,
7499,171430030005,,
7500,171430031011,,
7501,171430031012,,
7502,171430031021,,
7503,171430031022,,
7504,171430031023,,
7505,171430031024,,
7506,171430032002,,
7507,171430033001,,
7508,171430033002,,
7509,171430034011,,
7510,171430034012,,
7511,171430034013,,
7512,171430034014,,
7513,171430034021,,
7514,171430036011,,
7515,171430036021,,
7516,171430036023,,
7517,171430036024,,
7518,171430036025,,
7519,171118708092,,
7520,171118710043,,
7521,171118711041,,
7522,171118711044,,
7523,171118711051,,
7524,171118711052,,
7525,171118711061,,
7526,171118711062,,
7527,171118711063,,
7528,171118711071,,
7529,171118711072,,
7530,171118711082,,
7531,171118711091,,
7532,171118711092,,
7533,171118712011,,
7534,171118712013,,
7535,171118712014,,
7536,171118712021,,
7537,171118712022,,
7538,171118712024,,
7539,171118712051,,
7540,171118712052,,
7541,171219527004,,
7542,171219527005,,
7543,171239611001,,
7544,171239611002,,
